is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,guest_group_type,guest_origin
1,133,2016,July,6,0,4,2,0.0,0,BB,Online TA,0,0,0,A,2,No Deposit,0,123.25,0,1,Couples,Foreign
1,73,2016,July,6,0,4,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,149.4,0,0,Family,Foreign
1,126,2016,July,6,0,4,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,97.75,0,0,Couples,Foreign
1,157,2016,July,6,0,4,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,107.95,0,0,Couples,Foreign
1,160,2016,July,6,0,4,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,97.75,0,0,Couples,Foreign
1,133,2016,July,6,0,4,2,0.0,0,BB,Online TA,0,0,0,D,3,No Deposit,0,120.7,0,0,Couples,Foreign
1,95,2016,July,6,0,4,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,127.8,0,0,Couples,Foreign
1,134,2016,July,6,1,4,2,0.0,0,BB,Direct,0,0,0,A,0,No Deposit,0,97.75,0,0,Couples,Foreign
1,164,2016,July,6,2,4,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,99.45,0,0,Couples,Foreign
1,135,2016,July,6,1,4,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,107.95,0,1,Couples,Foreign
1,79,2016,July,6,1,4,1,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,129.96,0,0,Solo,Foreign
1,155,2016,July,6,2,4,2,0.0,0,BB,Direct,0,0,0,A,2,No Deposit,0,97.75,0,0,Couples,Foreign
1,159,2016,July,6,2,5,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,106.74,0,1,Couples,Foreign
0,215,2016,July,6,3,9,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,99.45,0,1,Couples,Foreign
1,1,2016,July,7,0,1,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,149.0,0,0,Couples,Foreign
1,70,2016,July,7,0,1,2,1.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,134.1,0,0,Family,Foreign
1,98,2016,July,7,0,1,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,114.3,0,1,Couples,Foreign
1,70,2016,July,7,0,1,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,107.1,0,0,Couples,Foreign
0,186,2016,July,7,0,2,2,2.0,0,BB,Online TA,0,0,0,F,0,No Deposit,0,168.3,0,2,Family,Foreign
1,159,2016,July,7,0,1,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,146.7,0,0,Family,Foreign
0,188,2016,July,7,0,2,2,0.0,0,BB,Online TA,0,0,0,B,1,No Deposit,0,86.75,0,1,Couples,Foreign
1,187,2016,July,7,0,2,1,2.0,0,BB,Online TA,0,0,0,B,0,No Deposit,0,86.5,0,0,Other,Foreign
1,188,2016,July,7,0,2,2,2.0,0,BB,Online TA,0,0,0,F,0,No Deposit,0,168.3,0,0,Family,Foreign
0,188,2016,July,7,0,2,2,0.0,0,BB,Online TA,0,0,0,B,1,No Deposit,0,86.75,0,1,Couples,Foreign
1,158,2016,July,7,0,3,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,114.3,0,0,Couples,Foreign
1,117,2016,July,7,0,3,3,0.0,0,BB,Direct,0,0,0,A,0,No Deposit,0,129.5,0,0,Family,Foreign
1,128,2016,July,7,0,3,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,103.5,0,0,Couples,Foreign
1,132,2016,July,7,0,3,2,0.0,0,SC,Online TA,0,0,0,A,2,No Deposit,0,139.0,0,0,Couples,Foreign
1,155,2016,July,7,0,3,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,103.5,0,0,Couples,Foreign
1,127,2016,July,7,0,3,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,103.5,0,0,Couples,Foreign
1,128,2016,July,7,0,3,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,103.5,0,0,Couples,Foreign
1,107,2016,July,7,0,3,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,103.5,0,0,Couples,Foreign
1,68,2016,July,7,0,3,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,149.1,0,0,Family,Foreign
1,158,2016,July,7,1,3,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,97.75,0,1,Couples,Foreign
0,184,2016,July,7,1,3,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,80.75,0,1,Couples,Foreign
1,150,2016,July,7,1,3,2,1.0,0,HB,Online TA,0,0,0,A,1,No Deposit,0,173.25,0,0,Family,Foreign
1,166,2016,July,7,1,3,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,90.95,0,0,Couples,Foreign
1,147,2016,July,7,1,3,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,138.55,0,1,Family,Foreign
1,24,2016,July,7,1,3,2,0.0,0,BB,Direct,0,0,0,E,0,No Deposit,0,187.0,0,0,Couples,Foreign
1,166,2016,July,7,1,3,2,0.0,0,BB,Online TA,0,0,0,A,2,No Deposit,0,96.79,0,1,Couples,Foreign
1,170,2016,July,7,1,3,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,90.95,0,0,Couples,Foreign
1,154,2016,July,7,1,3,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,120.7,0,1,Couples,Foreign
1,161,2016,July,7,1,3,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,97.75,0,1,Couples,Foreign
1,155,2016,July,7,1,3,2,1.0,0,HB,Online TA,0,0,0,A,1,No Deposit,0,173.25,0,2,Family,Foreign
1,166,2016,July,7,2,3,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,99.45,0,0,Couples,Foreign
1,166,2016,July,7,2,3,3,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,121.55,0,0,Family,Foreign
1,94,2016,July,7,2,3,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,146.7,0,0,Family,Foreign
1,168,2016,July,7,2,4,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,90.95,0,0,Couples,Foreign
1,150,2016,July,7,2,5,2,1.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,120.82,0,0,Family,Foreign
1,1,2016,July,8,0,1,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,139.0,0,0,Couples,Foreign
1,5,2016,July,8,0,1,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,139.0,0,2,Couples,Foreign
1,13,2016,July,8,0,1,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,137.0,0,0,Couples,Foreign
1,27,2016,July,8,0,1,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,139.0,0,0,Couples,Foreign
1,42,2016,July,8,0,1,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,150.3,0,0,Family,Foreign
1,173,2016,July,8,0,1,2,2.0,0,BB,Online TA,0,0,0,F,1,No Deposit,0,168.3,0,2,Family,Foreign
1,30,2016,July,8,0,1,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,135.9,0,0,Couples,Foreign
1,158,2016,July,8,0,2,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,114.3,0,2,Couples,Foreign
1,173,2016,July,8,0,2,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,85.5,0,0,Couples,Foreign
1,3,2016,July,8,0,2,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,139.0,0,0,Couples,Foreign
1,165,2016,July,8,0,2,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,94.5,0,0,Couples,Foreign
1,148,2016,July,8,0,2,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,136.8,0,1,Couples,Foreign
1,187,2016,July,8,0,2,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,105.3,0,0,Couples,Foreign
1,17,2016,July,8,0,2,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,166.0,0,1,Couples,Foreign
1,128,2016,July,8,0,2,2,1.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,130.5,0,0,Family,Foreign
1,143,2016,July,8,0,2,2,2.0,0,BB,Online TA,0,0,0,F,0,No Deposit,0,246.6,0,1,Family,Foreign
1,115,2016,July,8,0,2,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,114.3,0,0,Couples,Foreign
1,215,2016,July,8,1,2,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,96.3,0,0,Couples,Foreign
1,52,2016,July,8,1,2,2,1.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,132.9,0,0,Family,Foreign
1,103,2016,July,8,1,2,3,0.0,0,BB,Online TA,0,0,0,D,2,No Deposit,0,146.7,0,0,Family,Foreign
1,18,2016,July,8,1,2,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,166.0,0,0,Couples,Foreign
1,15,2016,July,8,1,2,1,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,145.0,0,1,Solo,Foreign
1,75,2016,July,8,1,2,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,129.0,0,0,Couples,Foreign
1,22,2016,July,8,1,2,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,187.0,0,2,Family,Foreign
0,185,2016,July,8,2,2,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,70.03,0,2,Couples,Foreign
1,167,2016,July,8,2,2,2,0.0,0,BB,Online TA,0,0,0,A,2,No Deposit,0,105.83,0,1,Couples,Foreign
1,98,2016,July,8,2,3,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,144.9,0,0,Couples,Foreign
1,173,2016,July,8,2,5,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,80.75,0,0,Couples,Foreign
1,10,2016,July,9,0,1,2,0.0,0,BB,Direct,0,0,0,D,2,No Deposit,0,99.52,0,0,Couples,Foreign
1,154,2016,July,9,0,1,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,146.7,0,0,Family,Foreign
1,74,2016,July,9,0,1,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,127.8,0,0,Couples,Foreign
1,108,2016,July,9,0,1,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,103.5,0,0,Couples,Foreign
1,65,2016,July,9,1,1,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,148.5,0,0,Family,Foreign
1,53,2016,July,9,1,1,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,148.5,0,0,Family,Foreign
1,49,2016,July,9,1,1,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,105.3,0,0,Couples,Foreign
1,17,2016,July,9,1,1,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,166.0,0,0,Couples,Foreign
1,17,2016,July,9,1,1,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,187.0,0,0,Family,Foreign
1,194,2016,July,9,2,1,1,2.0,0,BB,Online TA,0,0,0,B,1,No Deposit,0,86.63,0,0,Other,Foreign
1,194,2016,July,9,2,1,2,0.0,0,BB,Online TA,0,0,0,B,3,No Deposit,0,86.62,0,0,Couples,Foreign
0,193,2016,July,9,2,1,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,70.44,0,0,Couples,Foreign
0,193,2016,July,9,2,1,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,70.44,0,1,Couples,Foreign
0,193,2016,July,9,2,1,2,0.0,0,BB,Online TA,0,0,0,B,0,No Deposit,0,76.85,0,1,Couples,Foreign
1,31,2016,July,9,2,1,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,168.3,0,0,Family,Foreign
1,76,2016,July,9,2,1,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,127.8,0,0,Couples,Foreign
0,194,2016,July,9,2,1,2,0.0,0,BB,Online TA,0,0,0,B,1,No Deposit,0,76.85,0,1,Couples,Foreign
1,25,2016,July,9,2,1,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,139.0,0,0,Couples,Foreign
1,79,2016,July,9,2,1,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,146.7,0,1,Family,Foreign
1,52,2016,July,9,2,1,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,116.1,0,0,Couples,Foreign
1,79,2016,July,9,2,2,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,112.05,0,0,Couples,Foreign
1,99,2016,July,9,2,2,1,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,112.05,0,0,Solo,Foreign
1,54,2016,July,9,2,2,1,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,107.55,0,0,Solo,Foreign
1,136,2016,July,9,2,3,2,2.0,0,BB,Online TA,0,0,0,F,0,No Deposit,0,172.55,0,0,Family,Foreign
1,110,2016,July,9,2,3,2,0.0,0,HB,Online TA,0,0,0,D,0,No Deposit,0,153.0,0,0,Couples,Foreign
1,144,2016,July,9,2,5,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,133.69,0,0,Family,Foreign
1,151,2016,July,9,2,5,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,103.09,0,0,Couples,Foreign
0,193,2016,July,9,2,5,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,90.95,0,1,Couples,Foreign
1,113,2016,July,10,1,0,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,103.5,0,0,Couples,Foreign
1,165,2016,July,10,1,0,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,103.5,0,1,Couples,Foreign
1,53,2016,July,10,2,0,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,103.5,0,0,Couples,Foreign
1,164,2016,July,10,2,0,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,114.3,0,0,Couples,Foreign
1,54,2016,July,10,2,0,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,103.5,0,0,Couples,Foreign
1,3,2016,July,10,2,1,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,162.67,0,0,Couples,Foreign
1,12,2016,July,10,2,1,1,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,145.0,0,0,Solo,Foreign
1,11,2016,July,10,2,2,1,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,145.0,0,0,Solo,Foreign
1,49,2016,July,11,1,0,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,93.15,0,0,Couples,Foreign
1,119,2016,July,11,1,0,2,2.0,0,HB,Online TA,0,0,0,F,1,No Deposit,0,252.0,0,0,Family,Foreign
1,75,2016,July,11,1,1,1,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,123.3,0,0,Solo,Foreign
1,51,2016,July,11,1,1,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,142.2,0,0,Family,Foreign
1,126,2016,July,11,1,2,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,73.12,0,0,Couples,Foreign
1,33,2016,July,11,1,2,2,0.0,0,HB,Online TA,0,0,0,A,0,No Deposit,0,170.1,0,0,Couples,Foreign
1,106,2016,July,11,1,2,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,108.3,0,0,Couples,Foreign
1,148,2016,July,11,1,2,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,97.5,0,0,Couples,Foreign
1,128,2016,July,11,1,2,3,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,140.7,0,0,Family,Foreign
1,157,2016,July,11,1,3,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,91.38,0,0,Couples,Foreign
1,157,2016,July,11,1,3,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,101.58,0,2,Couples,Foreign
1,74,2016,July,11,1,3,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,139.95,0,0,Family,Foreign
1,157,2016,July,11,1,3,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,101.58,0,1,Couples,Foreign
1,60,2016,July,11,1,4,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,120.6,0,0,Couples,Foreign
1,138,2016,July,11,1,4,2,2.0,0,BB,Online TA,0,0,0,F,2,No Deposit,0,169.15,0,0,Family,Foreign
1,139,2016,July,11,1,4,2,1.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,116.45,0,0,Family,Foreign
1,174,2016,July,11,1,4,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,90.95,0,0,Couples,Foreign
1,152,2016,July,11,1,3,1,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,101.58,0,0,Solo,Foreign
1,20,2016,July,11,1,4,1,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,139.0,0,0,Solo,Foreign
1,171,2016,July,11,1,4,2,0.0,0,SC,Online TA,0,0,0,A,1,No Deposit,0,80.75,0,0,Couples,Foreign
1,107,2016,July,11,1,5,2,0.0,0,HB,Online TA,0,0,0,A,0,No Deposit,0,141.0,0,0,Couples,Foreign
1,207,2016,July,11,1,5,2,0.0,0,BB,Direct,0,0,0,A,2,No Deposit,0,80.75,0,0,Couples,Foreign
1,148,2016,July,11,2,5,2,2.0,0,HB,Online TA,0,0,0,F,1,No Deposit,0,217.11,0,0,Family,Foreign
1,187,2016,July,11,2,5,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,99.45,0,1,Couples,Foreign
0,187,2016,July,11,2,5,3,0.0,0,BB,Online TA,0,0,0,D,1,No Deposit,0,134.45,0,2,Family,Foreign
1,98,2016,July,12,0,1,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,94.5,0,0,Couples,Foreign
1,60,2016,July,12,0,1,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,105.3,0,0,Couples,Foreign
1,77,2016,July,12,0,2,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,94.5,0,0,Couples,Foreign
1,56,2016,July,12,0,3,2,0.0,0,BB,Direct,0,0,0,E,0,No Deposit,0,137.7,0,0,Couples,Foreign
1,5,2016,July,12,0,3,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,187.0,0,1,Family,Foreign
1,176,2016,July,12,0,4,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,90.95,0,0,Couples,Foreign
0,215,2016,July,12,0,4,2,0.0,0,BB,Online TA,0,0,0,B,0,No Deposit,0,91.13,1,1,Couples,Foreign
0,204,2016,July,12,0,4,2,0.0,0,BB,Online TA,0,0,0,B,1,No Deposit,0,81.81,0,0,Couples,Foreign
1,64,2016,July,12,0,4,3,0.0,0,BB,Online TA,0,0,0,D,2,No Deposit,0,139.5,0,0,Family,Foreign
0,214,2016,July,12,0,4,2,0.0,0,BB,Online TA,0,0,0,B,0,No Deposit,0,81.5,0,1,Couples,Foreign
1,142,2016,July,12,0,5,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,99.45,0,0,Couples,Foreign
1,142,2016,July,12,0,5,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,130.05,0,0,Family,Foreign
1,94,2016,July,12,1,5,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,94.5,0,0,Couples,Foreign
1,113,2016,July,12,2,5,2,0.0,0,BB,Online TA,0,0,0,A,2,No Deposit,0,105.3,0,0,Couples,Foreign
1,106,2016,July,12,2,6,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,94.5,0,0,Couples,Foreign
1,0,2016,July,13,0,1,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,208.0,0,0,Family,Foreign
1,31,2016,July,13,0,2,2,1.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,152.1,0,3,Family,Foreign
1,101,2016,July,13,0,3,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,105.3,0,0,Couples,Foreign
1,8,2016,July,13,0,3,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,151.0,0,1,Couples,Foreign
1,84,2016,July,13,0,4,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,94.5,0,0,Couples,Foreign
1,84,2016,July,13,0,4,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,137.7,0,0,Family,Foreign
1,86,2016,July,13,0,4,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,118.8,0,0,Couples,Foreign
1,85,2016,July,13,0,4,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,94.5,0,0,Couples,Foreign
1,107,2016,July,13,1,4,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,105.3,0,0,Couples,Foreign
1,139,2016,July,13,2,7,2,0.0,0,BB,Online TA,0,0,0,D,3,No Deposit,0,130.99,0,0,Couples,Foreign
1,193,2016,July,13,2,7,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,90.95,0,0,Couples,Foreign
0,193,2016,July,13,2,7,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,90.95,0,0,Couples,Foreign
1,43,2016,July,14,0,1,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,168.3,0,0,Family,Foreign
1,60,2016,July,14,0,1,1,0.0,0,BB,Direct,0,0,0,D,0,No Deposit,0,124.2,0,0,Solo,Foreign
1,64,2016,July,14,0,2,2,0.0,0,HB,Online TA,0,0,0,D,0,No Deposit,0,153.0,0,0,Couples,Foreign
1,60,2016,July,14,0,2,2,2.0,0,BB,Online TA,0,0,0,F,0,No Deposit,0,177.3,0,0,Family,Foreign
1,89,2016,July,14,0,2,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,127.8,0,1,Couples,Foreign
1,92,2016,July,14,0,2,2,2.0,0,BB,Online TA,0,0,0,F,0,No Deposit,0,177.3,0,0,Family,Foreign
1,120,2016,July,14,0,2,2,1.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,121.5,0,0,Family,Foreign
1,114,2016,July,14,0,3,3,0.0,0,HB,Online TA,0,0,0,D,0,No Deposit,0,189.0,0,0,Family,Foreign
1,30,2016,July,14,0,3,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,149.4,0,0,Couples,Foreign
1,112,2016,July,14,0,3,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,105.3,0,0,Couples,Foreign
1,160,2016,July,14,0,3,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,137.7,0,0,Family,Foreign
1,94,2016,July,14,0,3,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,105.3,0,0,Couples,Foreign
1,94,2016,July,14,0,3,3,0.0,0,BB,Online TA,0,0,0,D,1,No Deposit,0,137.7,0,0,Family,Foreign
1,117,2016,July,14,0,3,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,146.7,0,0,Family,Foreign
1,160,2016,July,14,0,3,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,94.5,0,0,Couples,Foreign
1,93,2016,July,14,1,3,2,1.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,109.35,0,0,Family,Foreign
1,91,2016,July,14,1,3,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,118.8,0,0,Couples,Foreign
1,132,2016,July,14,2,4,2,1.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,114.75,0,0,Family,Foreign
1,162,2016,July,14,2,5,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,86.82,0,0,Couples,Foreign
1,150,2016,July,14,2,8,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,131.75,0,2,Family,Foreign
1,150,2016,July,14,2,8,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,101.15,0,1,Couples,Foreign
1,9,2016,July,15,0,1,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,197.0,0,1,Family,Foreign
0,194,2016,July,15,0,1,2,0.0,0,BB,Online TA,0,0,0,B,1,No Deposit,0,86.75,0,0,Couples,Foreign
0,193,2016,July,15,0,1,2,0.0,0,BB,Online TA,0,0,0,B,0,No Deposit,0,86.5,0,0,Couples,Foreign
1,106,2016,July,15,0,1,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,94.5,0,0,Couples,Foreign
1,131,2016,July,15,0,1,2,2.0,0,BB,Online TA,0,0,0,F,0,No Deposit,0,177.3,0,0,Family,Foreign
0,193,2016,July,15,0,1,1,2.0,0,BB,Online TA,0,0,0,B,0,No Deposit,0,86.5,0,0,Other,Foreign
1,18,2016,July,15,0,2,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,139.0,0,1,Couples,Foreign
1,32,2016,July,15,1,2,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,168.3,0,0,Family,Foreign
1,83,2016,July,15,1,2,1,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,118.8,0,1,Solo,Foreign
1,118,2016,July,15,2,3,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,99.45,0,0,Couples,Foreign
1,144,2016,July,15,2,4,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,89.25,0,0,Couples,Foreign
1,172,2016,July,15,2,5,2,1.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,112.32,0,0,Family,Foreign
1,153,2016,July,15,2,5,1,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,90.46,0,0,Solo,Foreign
1,200,2016,July,15,3,7,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,90.95,0,1,Couples,Foreign
1,5,2016,July,16,0,1,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,151.0,0,0,Couples,Foreign
1,104,2016,July,16,0,1,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,94.5,0,0,Couples,Foreign
1,99,2016,July,16,0,1,2,1.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,121.5,0,0,Family,Foreign
1,145,2016,July,16,0,1,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,94.5,0,0,Couples,Foreign
1,106,2016,July,16,1,1,1,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,99.9,0,0,Solo,Foreign
1,19,2016,July,16,1,1,2,0.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,151.0,0,1,Couples,Foreign
1,136,2016,July,16,1,1,2,1.0,0,BB,Online TA,0,0,0,A,0,No Deposit,0,121.5,0,0,Family,Foreign
1,124,2016,July,16,2,1,3,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,137.7,0,1,Family,Foreign
1,124,2016,July,16,2,1,2,0.0,0,BB,Online TA,0,0,0,D,0,No Deposit,0,118.8,0,1,Couples,Foreign
1,99,2016,July,16,2,1,2,0.0,0,SC,Online TA,0,0,0,A,0,No Deposit,0,94.5,0,1,Couples,Foreign
